title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
Tom & Jerry,tom  jerry,Tom & Jerry,"comedy, family, animation",Tim Story,2021,101,50000000,136536687,36.8,6.8,2435,5.3,40886,English,587807,tt1361336,
The Tomorrow War,the tomorrow war,The Tomorrow War,"action, science fiction, adventure",Chris McKay,2021,138,200000000,14400000,145.7,7.5,3448,6.6,235463,English,588228,tt9777666,
Turkish Ice Cream,turkish ice cream,Türk İşi Dondurma,"history, drama, war",Can Ulkay,2019,120,3000000,1289283,4.4,5.9,36,6.4,5417,Turkish,588459,tt9034290,
Dragonkeeper,dragonkeeper,Dragonkeeper,"action, adventure, animation, family, fantasy","Salvador Simó, Jian-Ping Li",2024,99,25600000,6206231,164.3,7.6,148,5.7,1350,Chinese,588648,tt7093904,
AINBO: Spirit of the Amazon,ainbo spirit of the amazon,AINBO: Spirit of the Amazon,"adventure, animation, family, fantasy","Richard Claus, José Zelada",2021,84,10000000,10237061,17.5,7.0,430,4.9,2363,English,588921,tt6570098,
The Photograph,the photograph,The Photograph,"drama, romance",Stella Meghie,2020,106,16000000,20690779,12.5,6.4,204,6.1,6328,English,589049,tt7798646,
The Last Warrior: Root of Evil,the last warrior root of evil,Последний богатырь: Корень зла,"fantasy, adventure, comedy",Dmitriy Dyachenko,2020,120,8400000,27658331,29.0,6.9,172,5.9,1550,Russian,589754,tt13606158,
The Nutcracker and the Magic Flute,the nutcracker and the magic flute,Щелкунчик и Волшебная Флейта,"animation, family, fantasy","Viktor Glukhushin, Georgy Gitis",2022,88,3800000,3562423,7.0,6.5,38,5.3,277,Russian,589759,tt11006950,
Chernobyl: Abyss,chernobyl abyss,Чернобыль,"drama, history, adventure, action, fantasy, mystery",Danila Kozlovsky,2021,136,9100000,6459306,33.9,6.2,498,5.2,10817,Russian,589761,tt10648714,
Love and Monsters,love and monsters,Love and Monsters,"comedy, action, adventure",Michael Matthews,2020,109,30000000,1122066,30.4,7.3,4006,6.9,149907,English,590223,tt2222042,
Jiu Jitsu,jiu jitsu,Jiu Jitsu,"action, science fiction, fantasy",Dimitri Logothetis,2020,102,23000000,99924,18.8,4.8,605,2.9,10736,English,590706,tt9624766,
The Craft: Legacy,the craft legacy,The Craft: Legacy,"horror, drama, fantasy",Zoe Lister-Jones,2020,94,18000000,2300000,25.4,6.1,802,4.6,17397,English,590995,tt4685762,
Mardaani 2,mardaani 2,मर्दानी 2,"action, crime, thriller",Gopi Puthran,2019,103,2800000,8680109,11.5,7.1,65,7.3,10604,Hindi,591101,tt5668770,
The Pirates: The Last Royal Treasure,the pirates the last royal treasure,해적: 도깨비 깃발,"action, adventure, comedy, fantasy",Kim Joung-hoon,2022,126,19597380,10247262,31.8,6.5,187,6.1,4915,Korean,591120,tt17491040,
Kalashnikov AK-47,kalashnikov ak47,Калашников,"war, history, drama",Konstantin Buslov,2020,105,3500000,1593464,12.6,7.4,291,6.6,5168,Russian,592279,tt11547520,
Don't Stop Me Now,dont stop me now,Ma cosa ci dice il cervello,comedy,Riccardo Milani,2019,102,8000000,5000000,7.0,6.4,362,5.9,1538,Italian,592336,tt9260446,
Sooryavanshi,sooryavanshi,सूर्यवंशी,"action, crime, thriller",Rohit Shetty,2021,145,13000000,35000000,24.8,5.8,155,5.9,79817,Hindi,592508,tt9531772,
Pleasure,pleasure,Pleasure,drama,Ninja Thyberg,2021,108,1800000,393824,363.6,6.2,547,6.3,23893,Swedish,592695,tt8550054,
Megalopolis,megalopolis,Megalopolis,"science fiction, drama",Francis Ford Coppola,2024,138,120000000,13736293,186.0,5.5,489,4.8,26222,English,592831,tt10128846,
My Spy,my spy,My Spy,"family, action, comedy",Peter Segal,2020,99,18000000,10200000,34.0,6.9,1235,6.4,38449,English,592834,tt8242084,
Respect,respect,Respect,"drama, music, history",Liesl Tommy,2021,145,55000000,31217372,9.8,6.8,406,6.6,18338,English,592863,tt2452150,
Diabolik,diabolik,Diabolik,"crime, action, mystery, thriller","Antonio Manetti, Marco Manetti",2021,133,11000000,3189418,16.0,6.0,568,5.9,4104,Italian,593395,tt9381682,
Tolo Tolo,tolo tolo,Tolo Tolo,"comedy, drama, family",Checco Zalone,2020,94,20000000,52186426,7.6,6.1,1223,5.7,4331,Italian,593402,tt10413566,
The Menu,the menu,The Menu,"comedy, horror, thriller",Mark Mylod,2022,107,35000000,79628200,45.5,7.2,4910,7.2,426440,English,593643,tt9764362,
Palau the Movie,palau the movie,Palau,drama,Kevin Knoblock,2019,120,2000000,134696,1.8,7.7,20,6.2,100,Spanish,593693,tt8109800,
Baaghi 3,baaghi 3,बाघी ३,"action, adventure, thriller",Ahmed Khan,2020,144,7952450,18473570,20.0,6.6,112,2.2,14228,Hindi,594669,tt8366590,
Sputnik,sputnik,Спутник,"science fiction, drama, horror",Egor Abramenko,2020,113,2600000,354023,13.0,6.5,733,6.4,28120,Russian,594718,tt11905962,
Shazam! Fury of the Gods,shazam fury of the gods,Shazam! Fury of the Gods,"comedy, action, fantasy",David F. Sandberg,2023,130,125000000,134038006,69.6,6.5,3103,5.9,131989,English,594767,tt10151854,
La Belle Époque,la belle époque,La Belle Époque,"comedy, drama",Nicolas Bedos,2019,115,11000000,13935410,14.2,7.4,990,7.4,20535,French,595975,tt9172422,
Let Him Go,let him go,Let Him Go,"thriller, crime, western",Thomas Bezucha,2020,114,21000000,7997460,18.2,6.8,656,6.7,36452,English,596161,tt9340860,
Chhichhore,chhichhore,छिछोरे,"romance, comedy, drama",Nitesh Tiwari,2019,146,6825000,29353057,7.8,7.7,129,8.3,66247,Hindi,596650,tt9052870,
Nightmare Alley,nightmare alley,Nightmare Alley,"crime, drama, thriller",Guillermo del Toro,2021,150,60000000,39629195,19.4,7.0,2900,7.0,170049,English,597208,tt7740496,
Pinocchio: A True Story,pinocchio a true story,Пиноккио. Правдивая история,"animation, fantasy, family",Vasiliy Rovenskiy,2021,94,6100000,822000,11.7,2.8,21,3.3,1874,Russian,597840,tt8480678,
Voyagers,voyagers,Voyagers,"science fiction, thriller",Neil Burger,2021,108,20000000,4298184,16.0,6.0,843,5.5,28091,English,597890,tt9664108,
The Last Warrior: Emissary of Darkness,the last warrior emissary of darkness,Последний богатырь: Посланник тьмы,"fantasy, adventure, comedy",Dmitriy Dyachenko,2021,108,7000000,29694624,32.4,7.0,52,5.5,805,Russian,598014,tt13769630,
Countdown,countdown,Countdown,"horror, thriller",Justin Dec,2019,90,6500000,48021766,21.1,6.3,2096,5.4,48153,English,599975,tt10039344,
The Father,the father,The Father,drama,Florian Zeller,2020,97,6000000,21029340,27.3,8.1,3183,8.2,204359,English,600354,tt10272386,
Legacy of Lies,legacy of lies,Legacy of Lies,"thriller, action",Adrian Bol,2020,101,4500000,94583,14.9,5.6,223,5.1,4463,English,601165,tt6834916,
My Cousin,my cousin,Mon cousin,comedy,Jan Kounen,2020,107,10854516,2982559,5.6,5.5,101,5.3,706,French,601297,tt10023150,
83,83,83,"drama, history",Kabir Khan,2021,160,36786988,25452983,6.7,7.0,51,7.5,41450,Hindi,601337,tt7518786,
Laal Singh Chaddha,laal singh chaddha,लाल सिंह चड्ढा,"drama, comedy, romance, family",Advait Chandan,2022,164,23000000,16000000,12.0,6.6,68,5.6,178940,Hindi,601635,tt10028196,
Alienoid,alienoid,외계+인 1부,"science fiction, action, fantasy, adventure",Choi Dong-hoon,2022,142,24500000,12109608,104.0,6.8,432,6.3,6378,Korean,601796,tt20168564,
Fatman,fatman,Fatman,"action, comedy, fantasy","Eshom Nelms, Ian Nelms",2020,100,20000000,1651413,26.6,5.5,815,5.9,30923,English,602211,tt10310140,
The Forever Purge,the forever purge,The Forever Purge,"horror, action, thriller",Everardo Gout,2021,103,18000000,76994245,47.2,6.9,2486,5.4,45510,English,602223,tt10327252,
The Little Things,the little things,The Little Things,"drama, crime, thriller",John Lee Hancock,2021,128,30000000,29942746,26.8,6.3,2486,6.3,132202,English,602269,tt10016180,
Hostage: Missing Celebrity,hostage missing celebrity,인질,action,Pil Gam-seong,2021,94,6144000,13000000,9.2,6.9,36,6.3,1206,Korean,602463,tt14941222,
Into the Labyrinth,into the labyrinth,L'uomo del labirinto,"thriller, mystery",Donato Carrisi,2019,130,4000000,2514679,15.2,6.3,499,5.8,5085,Italian,602545,tt8594376,
Detective Chinatown 3,detective chinatown 3,唐人街探案3,"action, comedy, mystery",Chen Sicheng,2021,136,117000000,686257563,16.0,5.7,80,5.6,2724,Chinese,602666,tt10370822,
Spiral: From the Book of Saw,spiral from the book of saw,Spiral: From the Book of Saw,"horror, mystery",Darren Lynn Bousman,2021,93,20000000,40618920,34.8,6.0,2012,5.2,71553,English,602734,tt10342730,
Dream Horse,dream horse,Dream Horse,"comedy, drama",Euros Lyn,2021,113,20000000,6435260,17.3,7.0,121,6.9,7240,English,603206,tt9883996,
WWE Money in the Bank 2019,wwe money in the bank 2019,WWE Money in the Bank 2019,"action, drama, family, thriller",Kevin Dunn,2019,218,140777,5556675,9.2,7.2,28,6.4,299,English,603466,tt10229430,
John Wick: Chapter 4,john wick chapter 4,John Wick: Chapter 4,"action, thriller, crime",Chad Stahelski,2023,170,90000000,440157245,183.1,7.7,6555,7.6,359042,English,603692,tt10366206,
OSS 117: From Africa with Love,oss 117 from africa with love,OSS 117 : Alerte rouge en Afrique noire,"comedy, adventure, action",Nicolas Bedos,2021,117,20400000,13450000,10.8,5.7,769,5.8,6174,French,604563,tt7972012,
Golden Men,golden men,Gli uomini d'oro,"crime, drama",Vincenzo Alfieri,2019,100,929868,929868,7.6,6.3,204,6.1,1048,Italian,605278,tt9133370,
The Wretched,the wretched,The Wretched,"horror, mystery, thriller","Drew T. Pierce, Brett Pierce",2020,95,66000,3758846,21.4,6.1,616,5.8,20312,English,605804,tt8305806,
Ittymaani: Made In China,ittymaani made in china,ഇട്ടിമാണി: മെയ്ഡ് ഇന്‍ ചൈന,"comedy, drama",Jibi Joju,2019,158,1300000,4400000,6.3,4.6,13,4.3,1477,Malayalam,606943,tt9165806,
The Goddess of Fortune,the goddess of fortune,La dea fortuna,drama,Ferzan Özpetek,2019,114,4000000,8277796,10.1,7.1,495,6.7,2853,Italian,606952,tt10256570,
Rocketry: The Nambi Effect,rocketry the nambi effect,Rocketry: The Nambi Effect,"drama, history",R. Madhavan,2022,154,7900000,3900000,4.5,7.5,40,8.7,59970,Tamil,607145,tt9263550,
Sarileru Neekevvaru,sarileru neekevvaru,సరిలేరు నీకెవ్వరు,action,Anil Ravipudi,2020,169,11000000,46892742,9.4,6.2,53,5.8,9256,Telugu,607313,tt10773090,
Nine Days,nine days,Nine Days,"drama, fantasy",Edson Oda,2021,124,10000000,969204,22.2,6.9,211,6.8,12375,English,607430,tt10451852,
My Thoughts Are Silent,my thoughts are silent,Мої думки тихі,"comedy, drama",Antonio Lukich,2020,104,344000,351500,7.7,7.8,55,7.8,4282,Ukrainian,609031,tt7876510,
iSmart Shankar,ismart shankar,ఇస్మార్ట్ శంకర్‌,"action, science fiction, thriller",Puri Jagannadh,2019,141,2100000,9600000,6.6,5.3,14,5.4,2948,Telugu,609108,tt9558468,
The Marvels,the marvels,The Marvels,"science fiction, adventure, action",Nia DaCosta,2023,105,274800000,207089999,107.0,6.1,2698,5.5,140515,English,609681,tt10676048,
This Earth of Mankind,this earth of mankind,Bumi Manusia,"drama, history",Hanung Bramantyo,2019,181,1843114,3237737,4.8,7.2,11,6.8,918,Indonesian,609844,tt10540024,
Halloween Kills,halloween kills,Halloween Kills,"horror, thriller",David Gordon Green,2021,105,20000000,133423964,28.2,6.4,2664,5.5,102296,English,610253,tt10665338,
Do You Do You Saint-Tropez,do you do you sainttropez,Mystère à Saint-Tropez,"comedy, crime",Nicolas Benamou,2021,89,16438275,1453459,6.4,5.1,176,4.9,1822,French,611408,tt10537660,
Promise of Pisa,promise of pisa,De Belofte van Pisa,drama,Norbert ter Hall,2019,105,220000,297388,1.7,6.1,10,6.7,1012,Dutch,611763,tt8974368,
Every Time I Die,every time i die,Every Time I Die,thriller,Robi Michael,2020,98,1000000,27913,6.5,5.2,20,5.2,1418,English,612571,tt6659936,
"Live Twice, Love Once",live twice love once,Vivir dos veces,"comedy, drama",María Ripoll,2019,101,1450000,368430,18.4,7.5,335,7.2,7415,Spanish,613090,tt9063902,
A Good Doctor,a good doctor,Docteur ?,comedy,Tristan Séguéla,2019,90,6837995,6294941,8.6,6.5,306,6.5,2409,French,613349,tt11013572,
30 Days Max,30 days max,30 jours max,"comedy, action",Tarek Boudali,2020,87,13000000,11208529,9.4,5.5,357,5.4,2090,French,613377,tt11206302,
After We Collided,after we collided,After We Collided,"romance, drama",Roger Kumble,2020,105,14000000,48000000,71.7,7.2,5277,5.1,40314,English,613504,tt10362466,
Beshoot,beshoot,Іловайськ 2014. Батальйон «Донбас»,"war, action, drama",Ivan Tymchenko,2019,120,1100000,162640,2.6,7.2,12,7.5,634,Ukrainian,613538,tt10276554,
Venky Mama,venky mama,వెంకీ మామా,"family, comedy, drama, action",Bobby Kolli,2019,149,3500000,10000000,17.8,3.9,10,5.4,1542,Telugu,613853,tt9564774,
Insidious: The Red Door,insidious the red door,Insidious: The Red Door,"horror, thriller",Patrick Wilson,2023,107,16000000,189086877,53.8,6.6,1674,5.5,55513,English,614479,tt13405778,
Mank,mank,Mank,"drama, history",David Fincher,2020,132,25000000,122252,13.8,6.7,1587,6.8,84284,English,614560,tt10618286,
#Alive,alive,#살아있다,"action, horror",Cho Il,2020,98,6300000,13416285,32.3,7.2,1818,6.3,50006,Korean,614696,tt10620868,
King Richard,king richard,King Richard,"drama, history",Reinaldo Marcus Green,2021,144,50000000,39400000,28.6,7.7,2461,7.5,143075,English,614917,tt9620288,
Teenage Mutant Ninja Turtles: Mutant Mayhem,teenage mutant ninja turtles mutant mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,"animation, comedy, action, science fiction",Jeff Rowe,2023,100,75000000,180513586,77.7,7.2,1286,7.2,70190,English,614930,tt8589698,
Elvis,elvis,Elvis,"drama, music, history",Baz Luhrmann,2022,159,85000000,288670284,37.7,7.5,3396,7.3,244849,English,614934,tt3704428,
Bros,bros,Bros,"comedy, romance",Nicholas Stoller,2022,115,22000000,14800000,17.3,6.8,490,6.4,37043,English,614939,tt9731598,
The Secrets We Keep,the secrets we keep,The Secrets We Keep,"thriller, history, drama",Yuval Adler,2020,97,7200000,615233,22.4,6.0,251,5.9,7612,English,615115,tt9252488,
The 9th Precinct,the 9th precinct,第九分局,"fantasy, thriller, crime",Wang Ding-Lin,2019,94,1413543,1862261,8.8,5.8,20,5.6,687,Chinese,615137,tt10871460,
Ne Zha,ne zha,哪吒之魔童降世,"animation, fantasy, adventure",Yang Yu,2019,110,20000000,742500000,17.5,7.9,393,7.4,8762,Chinese,615453,tt10627720,
Nobody,nobody,Nobody,"action, thriller",Ilya Naishuller,2021,92,17000000,61779301,35.7,7.9,7077,7.4,338811,English,615457,tt7888964,
Minari,minari,Minari,drama,Lee Isaac Chung,2021,115,2000000,12900000,24.5,7.3,1601,7.4,101187,English,615643,tt10633456,
Meg 2: The Trench,meg 2 the trench,Meg 2: The Trench,"action, science fiction, horror",Ben Wheatley,2023,116,129000000,384056482,116.9,6.5,3393,5.0,88226,English,615656,tt9224104,
Babylon,babylon,Babylon,"drama, comedy",Damien Chazelle,2022,189,78000000,63363579,48.8,7.4,3090,7.1,182820,English,615777,tt10640346,
Marry Me,marry me,Marry Me,"romance, comedy, music",Kat Coiro,2022,112,23000000,44000000,35.3,6.7,994,6.1,45353,English,615904,tt10223460,
Armageddon Time,armageddon time,Armageddon Time,drama,James Gray,2022,114,15000000,6524886,13.8,6.5,416,6.5,16468,English,615952,tt10343028,
Thor: Love and Thunder,thor love and thunder,Thor: Love and Thunder,"fantasy, action, comedy",Taika Waititi,2022,119,250000000,760900000,66.4,6.4,7580,6.2,420110,English,616037,tt10648342,
Jim Button and the Wild 13,jim button and the wild 13,Jim Knopf und die Wilde 13,"adventure, family, fantasy",Dennis Gansel,2020,110,20000000,6700000,6.5,6.1,44,6.2,916,German,616180,tt9839038,
BoBoiBoy: Elemental Heroes,boboiboy elemental heroes,BoBoiBoy Movie 2,"animation, family, action, adventure, comedy, science fiction",Nizam Razak,2019,116,1467966,6291286,5.4,8.4,15,7.2,1089,Malay,616473,tt10419266,
K-12,k12,K-12,"music, fantasy",Melanie Martinez,2019,92,6000000,359377,11.0,7.8,273,6.5,4004,English,616584,tt10521814,
Stillwater,stillwater,Stillwater,"drama, crime, thriller",Tom McCarthy,2021,139,20000000,19754272,17.0,6.6,1196,6.6,60196,English,616651,tt10696896,
Haunted Mansion,haunted mansion,Haunted Mansion,"comedy, drama, horror, fantasy",Justin Simien,2023,123,157800000,117449790,23.5,6.5,1048,6.0,46251,English,616747,tt1695843,
Halloween Ends,halloween ends,Halloween Ends,"horror, thriller",David Gordon Green,2022,111,20000000,104374176,33.1,6.1,1770,5.0,76513,English,616820,tt10665342,
The Last Duel,the last duel,The Last Duel,"history, drama, action",Ridley Scott,2021,153,100000000,30500000,35.6,7.4,3348,7.3,189835,English,617653,tt4244994,
Sisters in Arms,sisters in arms,Sœurs d'armes,"action, war, adventure",Caroline Fourest,2019,112,5600000,540482,14.4,7.2,139,6.1,1540,French,618326,tt7858472,
Arthur the King,arthur the king,Arthur the King,"adventure, drama",Simon Cellan Jones,2024,107,19000000,40829138,36.3,7.8,651,7.0,30356,English,618588,tt10720352,
The Platform,the platform,El hoyo,"drama, science fiction, thriller",Galder Gaztelu-Urrutia,2019,95,1203235,1090116,65.9,7.0,7106,7.0,297498,Spanish,619264,tt8228288,
Force of Nature,force of nature,Force of Nature,"action, adventure, crime, thriller",Michael Polish,2020,91,15000000,638221,10.3,5.2,512,4.6,13805,English,619592,tt10308928,
Don't Worry Darling,dont worry darling,Don't Worry Darling,"mystery, thriller",Olivia Wilde,2022,123,35000000,86700000,29.0,6.8,2468,6.3,158033,English,619730,tt10731256,
Malignant,malignant,Malignant,"horror, mystery",James Wan,2021,111,40000000,34891791,21.6,6.8,2309,6.2,114292,English,619778,tt3811906,
The Roundup,the roundup,범죄도시 2,"action, crime, comedy, thriller",Lee Sang-yong,2022,106,7600000,101166707,50.3,7.2,301,7.0,12745,Korean,619803,tt15838850,
Ella Bella Bingo,ella bella bingo,Elleville Elfrid,"animation, family","Frank Mosvold, Atle Solberg Blakseth",2020,75,6000000,1339784,8.6,6.6,61,4.9,366,Norwegian,619918,tt9537888,
My Mom Is a Character 3,my mom is a character 3,Minha Mãe é uma Peça 3: O Filme,comedy,Susana Garcia,2019,111,2000000,39273021,16.2,8.2,469,7.1,2999,Portuguese,620683,tt10611372,
Jexi,jexi,Jexi,comedy,"Scott Moore, Jon Lucas",2019,84,5000000,9341824,19.3,6.8,1173,6.1,32198,English,620725,tt9354944,
Blue Story,blue story,Blue Story,"crime, drama, romance",Rapman,2019,91,1600000,5750000,13.9,7.3,214,6.3,8485,English,621191,tt9285882,
Next Goal Wins,next goal wins,Next Goal Wins,"comedy, drama",Taika Waititi,2023,104,14000000,18062279,31.6,6.4,444,6.5,27395,English,621587,tt10767052,
Sinkhole,sinkhole,싱크홀,"comedy, drama",Kim Ji-hoon,2021,113,11400000,17970000,20.7,7.0,130,6.2,2908,Korean,623135,tt12664618,
The Burning Sea,the burning sea,Nordsjøen,"action, adventure, thriller",John Andreas Andersen,2021,104,8300000,2836382,33.7,6.6,234,6.3,7932,Norwegian,623511,tt12753120,
Sri Asih,sri asih,Sri Asih,"action, adventure, science fiction, fantasy, drama",Upi Avianto,2022,134,1242172,4577403,57.5,6.5,134,6.2,1627,Indonesian,624091,tt10994712,
