title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,topics,doesthedog_id
Bad Boys for Life,bad boys for life,Bad Boys for Life,"thriller, action, crime","Bilall Fallah, Adil El Arbi",2020,124,90000000,426505244,67.7,7.1,8251,6.5,186716,English,38700,tt1502397,"167,177,180,184,188,192,193,198,208,211,228,232,311",22448
Avatar: The Way of Water,avatar the way of water,Avatar: The Way of Water,"science fiction, adventure, action",James Cameron,2022,192,460000000,2320250281,158.5,7.6,11946,7.5,518001,English,76600,tt1630029,"158,161,164,167,168,177,181,188,189,190,191,192,196,198,202,203,206,212,213,216,218,228,229,232,242,243,245,250,252,259,261,266,274,281,282,285,288,289,290,293,294,298,305,308,309,311,312,313,318,321,328,329,330,335,343,345,347,348,351,352,355,356,360,362,363,366",983966
Pet Sematary,pet sematary,Pet Sematary,"horror, thriller","Dennis Widmyer, Kevin Kölsch",2019,100,21000000,113118226,26.1,5.7,3186,5.7,100618,English,157433,tt0837563,"153,158,161,164,165,168,171,176,177,180,184,186,187,188,189,190,192,195,200,204,207,208,213,222,223,224,225,227,237,245,252,254,255,261,265,266,267,269,271,274,280,285,286,288,293,296,297,298,299,305,311,313,318,322,327,328,330,335,336,339,343,351,361,366,369",10857
How to Train Your Dragon: The Hidden World,how to train your dragon the hidden world,How to Train Your Dragon: The Hidden World,"animation, family, adventure",Dean DeBlois,2019,104,129000000,524580592,207.5,7.8,6381,7.4,158269,English,166428,tt2386490,"190,196,211,222,229,233,243,244,252,270,289,350,355",17531
Star Wars: The Rise of Skywalker,star wars the rise of skywalker,Star Wars: The Rise of Skywalker,"adventure, action, science fiction",J.J. Abrams,2019,142,416000000,1074144248,63.2,6.3,9886,6.4,507321,English,181812,tt2527338,"161,164,167,168,181,184,188,198,202,207,214,232,237,240,243,245,263,282,289,294,311,328,335,343,347",22008
The King's Daughter,the kings daughter,The King's Daughter,"fantasy, adventure, family",Sean McNamara,2022,94,40500000,2200000,30.1,7.1,676,5.2,6505,English,245842,tt2328678,,131912
The Canterville Ghost,the canterville ghost,The Canterville Ghost,"animation, comedy, family, fantasy",Kim Burdon,2023,89,10000000,2000000,69.0,6.6,21,6.0,1422,English,269509,tt2403439,,21239
The Lego Movie 2: The Second Part,the lego movie 2 the second part,The Lego Movie 2: The Second Part,"action, adventure, animation, comedy, family",Mike Mitchell,2019,107,99000000,199603202,52.1,6.7,2183,6.5,79382,English,280217,tt3513498,,
Evangelion: 3.0+1.0 Thrice Upon a Time,evangelion 3010 thrice upon a time,シン・エヴァンゲリオン劇場版:||,"animation, action, science fiction, drama","Hideaki Anno, Katsuichi Nakayama, Mahiro Maeda, Kazuya Tsurumaki",2021,155,29700000,93882453,27.4,8.2,812,8.0,15300,Japanese,283566,tt2458948,,
Shazam!,shazam,Shazam!,"action, comedy, fantasy",David F. Sandberg,2019,132,80000000,367799011,42.5,7.0,9445,7.0,394066,English,287947,tt0448115,"161,164,168,180,184,200,203,208,209,211,213,218,219,220,224,232,244,245,253,293,304,308,321,353",18326
Terminator: Dark Fate,terminator dark fate,Terminator: Dark Fate,"science fiction, action, adventure",Tim Miller,2019,128,185000000,261119292,39.9,6.4,5079,6.2,198409,English,290859,tt6450804,"158,161,164,168,177,181,184,188,189,190,192,193,198,206,208,213,216,223,232,242,245,250,252,255,265,269,274,289,290,298,305,311,313,328,335,343,356",21197
The Death & Life of John F. Donovan,the death  life of john f donovan,The Death & Life of John F. Donovan,drama,Xavier Dolan,2019,123,35000000,3326364,9.4,6.9,688,6.1,7922,English,291984,tt4042818,,523738
Richard Jewell,richard jewell,Richard Jewell,drama,Clint Eastwood,2019,131,45000000,33900000,18.2,7.4,2485,7.5,100738,English,292011,tt3513548,,22100
The Flash,the flash,The Flash,"adventure, action, science fiction",Andy Muschietti,2023,144,220000000,271333313,87.8,6.7,4265,6.6,224488,English,298618,tt0439572,"167,168,174,176,177,180,184,187,188,189,190,192,193,194,195,197,198,199,200,201,203,204,205,206,207,208,211,212,213,214,216,218,219,220,221,222,224,225,228,229,230,232,235,237,241,242,243,244,245,246,252,253,256,261,263,265,271,274,281,282,286,289,290,293,298,299,302,305,308,313,318,321",13710
Expend4bles,expend4bles,Expend4bles,"action, adventure, thriller",Scott Waugh,2023,103,100000000,37917985,175.0,6.2,1536,4.8,46651,English,299054,tt3291150,"158,168,177,181,184,188,197,198,208,221,232,237,243,245,250,255,267,269,274,276,277,290,298,309,311,313,318,331,335,339,343,348,361,366",1057245
Avengers: Endgame,avengers endgame,Avengers: Endgame,"adventure, science fiction, action","Anthony Russo, Joe Russo",2019,181,356000000,2799439100,124.2,8.2,25662,8.4,1315965,English,299534,tt4154796,"158,161,165,167,168,171,177,181,184,187,188,190,194,198,202,203,206,211,213,216,218,225,230,232,233,235,243,244,245,250,255,257,263,265,273,274,282,286,289,290,293,298,300,304,305,311,313,318,327,328,330,331,336,339,342,356,361,363,366",22205
Captain Marvel,captain marvel,Captain Marvel,"action, adventure, science fiction","Ryan Fleck, Anna Boden",2019,124,152000000,1131416446,43.5,6.8,15671,6.8,625546,English,299537,tt4154664,"167,180,184,188,198,200,201,203,205,218,232,237,243,245,269,274,276,289,298,305,346",17879
Toy Story 4,toy story 4,Toy Story 4,"family, adventure, animation, comedy, fantasy",Josh Cooley,2019,100,175000000,1073841394,95.7,7.5,9734,7.6,290469,English,301528,tt1979376,"161,167,176,190,201,202,223,226,235,245,250,253,295,346",18827
Iron Sky: The Coming Race,iron sky the coming race,Iron Sky: The Coming Race,"action, comedy, fantasy, science fiction",Timo Vuorensola,2019,93,21000000,400900,14.7,5.1,396,5.0,12055,English,302349,tt3038708,,76972
Puss in Boots: The Last Wish,puss in boots the last wish,Puss in Boots: The Last Wish,"animation, adventure, fantasy, comedy, family",Joel Crawford,2022,103,90000000,484700000,152.6,8.2,7779,7.8,191841,English,315162,tt3915174,"161,164,167,171,177,186,188,192,211,213,225,229,235,242,243,245,265,270,274,282,289,293,295,296,298,305,311,318,322,328,329,334,335,341,343,348,350,352,354,355,363,366",972783
Dark Phoenix,dark phoenix,Dark Phoenix,"science fiction, action, adventure",Simon Kinberg,2019,114,200000000,252442974,44.6,6.0,6503,5.7,213842,English,320288,tt6565702,"153,167,168,184,188,192,198,203,208,216,223,224,232,237,244,245,263,265,274,282,285,289,328,353",19185
Dumbo,dumbo,Dumbo,"family, fantasy, adventure",Tim Burton,2019,112,170000000,353284621,32.5,6.6,4301,6.3,84354,English,329996,tt3861390,"167,174,202,212,214,218,225,229,233,244,262,266,269,273,274,294,298,300,321,334,342,345,350,355",29444
Frozen II,frozen ii,Frozen II,"family, animation, adventure, comedy, fantasy","Chris Buck, Jennifer Lee",2019,103,150000000,1453683476,87.2,7.3,9701,6.8,201916,English,330457,tt4520988,"168,211,245,270,289,295,298,308,313,328,335,355,356,360,363,366",21848
Little Women,little women,Little Women,"drama, romance, history",Greta Gerwig,2019,135,40000000,216600000,38.7,7.9,6253,7.8,257724,English,331482,tt3281548,"158,171,188,218,225,245,259,261,266,288,311,313,327,328,335,348,363",21906
Uncharted,uncharted,Uncharted,"action, adventure",Ruben Fleischer,2022,116,120000000,407141258,51.7,6.9,5958,6.3,272085,English,335787,tt1464335,"167,177,180,188,198,202,208,211,232,233,245,282,290,293,297,298,329,346,361",44358
Indiana Jones and the Dial of Destiny,indiana jones and the dial of destiny,Indiana Jones and the Dial of Destiny,"adventure, action",James Mangold,2023,155,294700000,383963057,82.0,6.6,3383,6.5,212086,English,335977,tt1462764,"161,164,165,167,168,181,184,188,191,198,202,208,211,213,214,223,225,227,232,242,243,245,265,269,274,282,298,308,309,311,313,318,329,335,336,339,356,366",1026168
Mulan,mulan,Mulan,"adventure, fantasy, action, family",Niki Caro,2020,115,200000000,69965374,60.4,6.9,6619,5.8,161749,English,337401,tt4566758,"158,164,168,176,177,180,183,188,189,207,210,211,212,213,226,233,240,252,262,274,282,288,289,294,298,311,313,318,329,335,339,342,343,355,360,366",10613
Cruella,cruella,Cruella,"comedy, crime, family, adventure",Craig Gillespie,2021,134,200000000,233503234,80.3,8.0,9310,7.3,274939,English,337404,tt3228774,"167,168,177,184,191,203,211,213,225,228,233,237,243,244,245,260,261,262,263,265,266,269,270,274,293,295,297,298,304,311,313,318,328,330,335,345,346,355,360,363,366",192898
Bloodshot,bloodshot,Bloodshot,"action, science fiction, adventure",Dave Wilson,2020,110,42000000,39861118,26.6,6.7,4925,5.7,86988,English,338762,tt1634106,"167,190,192,203",23341
Fantastic Beasts: The Secrets of Dumbledore,fantastic beasts the secrets of dumbledore,Fantastic Beasts: The Secrets of Dumbledore,"fantasy, adventure",David Yates,2022,142,200000000,407200000,67.3,6.7,4463,6.2,178751,English,338953,tt4123432,"165,168,177,183,188,189,203,211,213,229,243,245,252,274,293,298,305,322,335,345,355,361",903263
Zombieland: Double Tap,zombieland double tap,Zombieland: Double Tap,"comedy, horror",Ruben Fleischer,2019,99,42000000,122800000,35.9,6.9,5668,6.7,210798,English,338967,tt1560220,"161,164,174,180,184,188,193,197,200,201,208,209,211,216,223,232,255,267,268,269,276,282,289,296,305,311,324,329,346,366",21114
The New Mutants,the new mutants,The New Mutants,"science fiction, horror, action",Josh Boone,2020,94,67000000,49169594,29.5,6.1,3407,5.3,93932,English,340102,tt4682266,"161,164,167,168,176,181,182,188,190,192,193,197,199,202,203,207,212,216,218,220,229,235,237,242,243,245,265,274,286",49089
Barbie,barbie,Barbie,"comedy, adventure",Greta Gerwig,2023,114,145000000,1445638421,236.2,7.0,9209,6.8,578242,English,346698,tt1517268,"167,176,182,184,192,195,201,207,235,237,253,261,266,268,269,276,290,295,298,306,309,318,334,335,336,339,341,342,348,354,363,366,370",381345
About Endlessness,about endlessness,Om det oändliga,"drama, fantasy",Roy Andersson,2019,78,4700000,434977,7.3,6.5,177,6.8,8102,Swedish,348672,tt6817944,"188,192,225,250,260,266,342,343",26560
Ford v Ferrari,ford v ferrari,Ford v Ferrari,"drama, action, history",James Mangold,2019,153,97600000,225508210,62.7,8.0,7937,8.1,503615,English,359724,tt1950186,"164,168,181,184,222,233,245,260",21536
Top Gun: Maverick,top gun maverick,Top Gun: Maverick,"action, drama",Joseph Kosinski,2022,131,170000000,1488732821,209.2,8.2,9249,8.2,744095,English,361743,tt1745960,"168,180,181,188,189,197,198,204,232,245,265,274,288,289,298,311,327,328,335",27762
Borderlands,borderlands,Borderlands,"action, science fiction, comedy",Eli Roth,2024,101,115000000,32978510,362.1,5.8,849,4.6,34895,English,365177,tt4978420,"164,167,181,184,188,201,218,232,233,237,242,253,259,269,274,289,290,293,298,309,311,313,330,339,366",1071078
Ferrari,ferrari,Ferrari,"history, drama",Michael Mann,2023,131,95000000,39220516,92.6,6.4,955,6.4,58572,English,365620,tt3758542,,1328961
Playmobil: The Movie,playmobil the movie,Playmobil: The Movie,"family, animation, comedy, adventure",Lino DiSalvo,2019,99,75000000,1630000,33.2,5.6,276,4.9,4851,English,366668,tt4199898,,20238
Paws of Fury: The Legend of Hank,paws of fury the legend of hank,Paws of Fury: The Legend of Hank,"animation, adventure, comedy, family","Chris Bailey, Rob Minkoff, Mark Koetsier",2022,94,45000000,42500000,34.8,6.7,295,5.7,6942,English,366672,tt4428398,"176,180,230,233,268",915668
No Time to Die,no time to die,No Time to Die,"action, thriller, adventure",Cary Joji Fukunaga,2021,163,250000000,774153024,72.9,7.4,6253,7.3,457418,English,370172,tt2382320,"161,164,167,168,176,181,184,187,188,189,190,191,197,200,202,208,211,216,218,220,221,222,225,232,242,243,245,252,253,255,269,271,274,289",23278
Godzilla: King of the Monsters,godzilla king of the monsters,Godzilla: King of the Monsters,"science fiction, action",Michael Dougherty,2019,132,170000000,387300138,48.3,6.7,6151,6.0,215454,English,373571,tt3741700,"158,161,164,165,167,168,181,184,187,188,189,196,198,211,213,216,221,232,243,245,252,255,260,265,269,282,289,305,308,311,313,322,328,330,331,335,346,356",19077
Space Jam: A New Legacy,space jam a new legacy,Space Jam: A New Legacy,"family, animation, comedy, science fiction",Malcolm D. Lee,2021,115,150000000,163692228,41.9,6.7,4002,4.5,82529,English,379686,tt3554046,"167,174,243",801799
Fast & Furious Presents: Hobbs & Shaw,fast  furious presents hobbs  shaw,Fast & Furious Presents: Hobbs & Shaw,"action, adventure, comedy",David Leitch,2019,137,200000000,760098996,90.0,6.9,7173,6.5,243269,English,384018,tt6806448,,409175
Scoob!,scoob,Scoob!,"animation, comedy, family, mystery",Tony Cervone,2020,93,90000000,28600000,33.3,7.1,1686,5.6,30911,English,385103,tt3152592,223,44958
F9,f9,F9,"action, adventure, crime",Justin Lin,2021,143,200000000,726229501,52.3,7.1,7190,5.2,167589,English,385128,tt5433138,313,56447
Fast X,fast x,Fast X,"action, crime, thriller",Louis Leterrier,2023,142,340000000,704709660,232.9,7.1,5585,5.7,128032,English,385687,tt5433140,"167,168,181,184,187,191,193,198,208,210,211,232,242,243,262,263,269,274,276,289,294,298,299,311,313,318,328,346,359",1013610
The Irishman,the irishman,The Irishman,"crime, drama, history",Martin Scorsese,2019,209,159000000,968853,36.6,7.6,6780,7.8,443392,English,398978,tt1302006,"168,171,188,189,190,197,203,204,212,222,229,232,246,247,252,265",21411
An Officer and a Spy,an officer and a spy,J'accuse,"history, drama, thriller",Roman Polanski,2019,132,25300000,18878646,15.2,7.1,1484,7.2,21721,French,399121,tt2398149,,47740
Godzilla vs. Kong,godzilla vs kong,Godzilla vs. Kong,"action, science fiction, adventure",Adam Wingard,2021,114,200000000,470116094,45.8,7.6,9960,6.3,251898,English,399566,tt5034838,"167,176,188,189,198,201,213,216,229,232,245,250,252,255,274,282,296,298,305,308,309,311,313,322,331,335,346,355,356,361,362,366",21556
Alita: Battle Angel,alita battle angel,Alita: Battle Angel,"action, science fiction, adventure",Robert Rodriguez,2019,122,170000000,405000000,69.0,7.2,9128,7.3,304927,English,399579,tt0437086,"153,158,168,188,195,200,203,211,213,216,222,223,229,234,242,243,244,250,252,260,269,274,282,285,290,294,296,298,305,311,318,328,331,335,339,343,352,356,366",17635
Wonder Park,wonder park,Wonder Park,"comedy, animation, adventure, family, fantasy",Dylan Brown,2019,86,100000000,119559110,16.9,6.5,694,5.9,12945,English,400157,tt6428676,"167,181,204,233,243,253,324",18021
The SpongeBob Movie: Sponge on the Run,the spongebob movie sponge on the run,The SpongeBob Movie: Sponge on the Run,"family, animation, fantasy, adventure, comedy",Tim Hill,2020,95,60000000,4700000,56.6,7.5,2835,5.9,22945,English,400160,tt4823776,"164,167,180,184,201,203,213,229,230,243,350",38049
Wicked,wicked,Wicked,"drama, romance, fantasy",Jon M. Chu,2024,160,150000000,455551000,1084.8,7.6,486,8.1,53383,English,402431,tt1262426,"161,167,168,195,212,218,228,229,235,237,239,241,244,261,265,266,274,293,296,298,299,311,313,318,330,334,335,339,345,348,355,356,360,363,366,370",1110289
A Hidden Life,a hidden life,A Hidden Life,"history, drama, war",Terrence Malick,2019,173,9000000,4645140,17.2,7.1,682,7.4,29464,English,403300,tt5827916,183,22665
Moonfall,moonfall,Moonfall,"science fiction, adventure, action",Roland Emmerich,2022,131,146000000,67319703,56.9,6.3,3092,5.1,103797,English,406759,tt5834426,"167,168,181,184,187,189,198,211,221,223,232,234,237,245,252,255,281,282,289,291",418488
The Professor and the Madman,the professor and the madman,The Professor and the Madman,"history, drama, mystery, thriller",Farhad Safinia,2019,124,25000000,4957273,10.1,7.1,1154,7.2,52161,English,411728,tt5932728,,19347
The Secret Life of Pets 2,the secret life of pets 2,The Secret Life of Pets 2,"adventure, animation, comedy, family",Chris Renaud,2019,86,80000000,429434163,41.1,7.0,3033,6.4,71207,English,412117,tt5113040,"174,180,193,208,229,243,246,260,269,274",19199
Chaos Walking,chaos walking,Chaos Walking,"fantasy, science fiction, adventure",Doug Liman,2021,109,125000000,26508132,25.3,6.6,2269,5.7,58071,English,412656,tt2076822,"153,164,168,180,183,188,189,191,194,198,203,211,212,213,214,216,229,232,237,245,252,255,266,274,285,308,313,328,335,343,355,366",758149
Pinocchio,pinocchio,Pinocchio,"drama, family, fantasy",Matteo Garrone,2019,124,12400000,17133446,23.6,6.6,1489,6.3,15077,Italian,413518,tt8333746,"158,161,174,180,191,193,195,202,203,212,213,218,225,229,230,235,243,245,268,274,284,289,294,295,296,298,322,335,345,347,355,356,363,366",10877
The Batman,the batman,The Batman,"crime, mystery, thriller",Matt Reeves,2022,177,185000000,771000000,137.1,7.7,10353,7.8,842941,English,414906,tt1877830,"161,167,168,171,174,181,184,187,188,190,192,193,194,203,208,216,218,219,220,230,232,241,242,243,244,245,250,255,256,260,263,265,269,270,274,276,281,290,293,298,300,304,309,311,313,318,330,335,336,339,342,345,348,352,360,362,366",869212
Hotel Mumbai,hotel mumbai,Hotel Mumbai,"thriller, history, drama, action",Anthony Maras,2019,123,25000000,16900000,19.7,7.5,1543,7.6,73940,English,416144,tt5461944,"167,168,171,176,180,181,212,232,255,261,339,360,366",19091
Scary Stories to Tell in the Dark,scary stories to tell in the dark,Scary Stories to Tell in the Dark,"horror, thriller",André Øvredal,2019,108,25000000,104500000,23.3,6.5,2632,6.2,88148,English,417384,tt3387520,"158,161,165,167,171,174,180,184,187,188,192,200,201,202,203,205,207,208,212,213,216,218,219,220,225,227,235,237,242,244,245,250,255,265,269,270,274,281,293,296,300,304,305,309,311,312,313,318,322,328,330,331,334,336,339,343,345,348,353,354,355,360,361,366",19833
Monos,monos,Monos,"drama, adventure",Alejandro Landes,2019,103,1800000,1929915,19.5,6.7,379,6.8,19285,Spanish,417466,tt6062774,"158,161,168,176,180,187,188,189,193,199,201,202,203,213,218,229,232,243,245,252,274,286",20015
Ad Astra,ad astra,Ad Astra,"science fiction, drama",James Gray,2019,123,87500000,127461872,12.4,6.1,6572,6.5,266184,English,419704,tt2935510,"168,171,181,184,187,188,189,192,211,221,223,229,232,235,245,250,252",20711
Maleficent: Mistress of Evil,maleficent mistress of evil,Maleficent: Mistress of Evil,"family, fantasy, adventure, action",Joachim Rønning,2019,119,185000000,491730089,80.7,7.3,6083,6.6,122750,English,420809,tt4777008,"168,190,203,211,213,218,229,234,243",21150
Aladdin,aladdin,Aladdin,"adventure, fantasy, romance, family",Guy Ritchie,2019,127,183000000,1054300000,55.7,7.1,10015,6.9,297307,English,420817,tt6139732,"168,191,203,211,212,214,216,224,237,245,270,274,298,308,325,335",19050
The Lion King,the lion king,The Lion King,"animation, adventure, drama, family",Jon Favreau,2019,118,260000000,1663000000,160.1,7.1,9994,6.8,273691,English,420818,tt6105098,"165,168,180,186,189,203,207,211,213,219,237,245,252,262,266,270,274,298,305,309,311,313,318,322,324,328,332,335,341,342,345,350,355,363,366,367",11967
Chip 'n Dale: Rescue Rangers,chip n dale rescue rangers,Chip 'n Dale: Rescue Rangers,"animation, family, comedy, adventure, mystery",Akiva Schaffer,2022,99,70000000,623190,29.4,7.0,1210,6.9,48250,English,420821,tt3513500,"167,184,192,193,198,201,203,213,214,230,232,242,243,250,253,256,258,269,274,295,334,345",427011
The Conjuring: The Devil Made Me Do It,the conjuring the devil made me do it,The Conjuring: The Devil Made Me Do It,"horror, mystery, thriller",Michael Chaves,2021,111,39000000,206431050,76.8,7.4,5906,6.3,146524,English,423108,tt7069210,"161,167,168,176,177,180,181,188,191,192,194,199,202,203,206,207,211,216,220,224,225,245,255,260,263,267,274,286,296,298,311,313,318,334,335,339,343,345,351,361,366,369",735123
Angel Has Fallen,angel has fallen,Angel Has Fallen,"action, thriller",Ric Roman Waugh,2019,122,40000000,146661977,55.7,6.6,3467,6.4,114202,English,423204,tt6189022,"167,192,245",20430
Annette,annette,Annette,"drama, romance",Leos Carax,2021,140,15500000,3700000,12.6,6.7,670,6.3,23318,French,424277,tt6217926,"165,167,168,174,176,180,188,191,192,197,207,218,219,222,225,228,230,245,253,266,274,279",739857
The War with Grandpa,the war with grandpa,The War with Grandpa,"comedy, family",Tim Hill,2020,98,18000000,43387445,49.8,6.4,943,5.7,25677,English,425001,tt4532038,,51628
Ghostbusters: Afterlife,ghostbusters afterlife,Ghostbusters: Afterlife,"fantasy, comedy, adventure, science fiction",Jason Reitman,2021,124,75000000,204334455,50.2,7.4,4598,7.0,229163,English,425909,tt4513678,"161,167,168,181,184,207,224,269,271,293,305,311,313,318,328,339,345,346,366",65651
Iron Mask,iron mask,Тайна печати Дракона,"action, adventure, family, fantasy",Oleg Stepchenko,2019,121,49000000,8685794,25.0,6.2,454,4.7,9031,Russian,428045,tt6218010,,29104
Ophelia,ophelia,Ophelia,"drama, romance, history",Claire McCarthy,2019,114,12000000,242115,14.5,7.1,557,6.5,13849,English,428836,tt5690810,"168,193,197,219,240,241",19563
The Jesus Rolls,the jesus rolls,The Jesus Rolls,"comedy, crime, drama",John Turturro,2019,85,4500000,64648,15.3,4.5,139,4.4,5603,English,429416,tt5974030,,63298
Capone,capone,Capone,"crime, drama",Josh Trank,2020,103,20600000,858281,9.7,5.0,369,4.7,23803,English,429422,tt6199572,"177,188,200,201,203,213,219,222,232,327",673736
Captive State,captive state,Captive State,"science fiction, action, adventure, thriller",Rupert Wyatt,2019,110,25000000,8808611,10.6,5.6,1149,6.0,59122,English,429471,tt5968394,"161,168,177,184,187,188,192,194,197,203,211,213,234,243,293,350,363",18009
Spider-Man: Far From Home,spiderman far from home,Spider-Man: Far From Home,"action, adventure, science fiction",Jon Watts,2019,129,160000000,1131927996,90.8,7.4,15642,7.4,579505,English,429617,tt6320628,,1110409
Coma,coma,Кома,"science fiction, adventure, action",Nikita Argunov,2020,110,2250000,9500000,27.5,6.4,536,6.3,12101,Russian,430155,tt6087226,"167,190,192,202,238,239,260",131555
Abominable,abominable,Abominable,"family, animation, adventure, comedy",Jill Culton,2019,97,75000000,190304772,26.2,7.5,2024,7.0,43862,English,431580,tt6324278,"168,184,188,190,201,208,211,213,214,229,242,243",8575
Spies in Disguise,spies in disguise,Spies in Disguise,"animation, action, adventure, comedy, family","Nick Bruno, Troy Quane",2019,102,100000000,171616764,24.7,7.6,2786,6.8,58880,English,431693,tt5814534,"167,168,176,180,184,195,201,202,211,223,232,233,243,244,256,260,274,279,311,313,318",22101
Possessor,possessor,Possessor,"horror, thriller, science fiction",Brandon Cronenberg,2020,103,2500000,911000,17.4,6.4,859,6.5,48966,English,435615,tt5918982,"158,167,168,171,176,177,182,187,188,190,193,195,197,199,200,201,203,210,216,219,222,223,224,225,230,232,235,241,242,243,245,250,255,259,260,265,267,279,286,290,296,298,299,304,309,311,313,318,328,330,334,336,339,343,348,352,360,361,366,370",221002
Black Adam,black adam,Black Adam,"action, adventure, science fiction",Jaume Collet-Serra,2022,125,200000000,393452111,69.1,6.9,6269,6.2,284838,English,436270,tt6443346,"158,161,164,167,168,181,184,188,192,198,202,211,218,224,232,233,240,243,245,250,265,269,271,274,282,289,346",436448
The Suicide Squad,the suicide squad,The Suicide Squad,"action, comedy, adventure",James Gunn,2021,132,185000000,168717425,84.8,7.5,8615,7.2,423741,English,436969,tt6334354,"158,161,164,167,168,171,180,181,184,188,189,190,191,192,193,194,197,198,200,201,202,203,205,208,216,218,223,224,227,229,230,232,243,245,250,252,254,255,260,263,265,267,269,270,274,275,276,282,285,288,289,290,293,296,298,304,305,309,311,312,313,318,321,322,326,328,330,331,335,336,337,339,343,345,346,355,356,361,362,366",37403
The First Omen,the first omen,The First Omen,horror,Arkasha Stevenson,2024,119,30000000,53845880,76.5,6.9,930,6.5,58533,English,437342,tt5672290,"158,161,164,165,167,177,180,181,182,184,187,188,190,192,197,199,201,202,203,206,208,213,216,218,222,224,227,228,235,236,237,243,245,250,255,257,258,260,261,263,264,265,266,267,268,269,274,276,279,281,282,284,286,287,290,292,293,296,298,299,305,307,309,311,312,317,318,326,330,334,336,339,342,343,348,351,360,361,366,367,369,370",1071547
Minions: The Rise of Gru,minions the rise of gru,Minions: The Rise of Gru,"animation, comedy, family, adventure",Kyle Balda,2022,87,85000000,940203765,82.4,7.3,3612,6.5,94555,English,438148,tt5113044,"164,176,180,184,190,201,203,208,210,214,216,218,242,243,253,261,266,269,274,279,293,324,330,352,366",27384
Dune,dune,Dune,"science fiction, adventure",Denis Villeneuve,2021,155,165000000,407573628,148.5,7.8,12762,8.0,919434,English,438631,tt1160419,"165,167,168,180,181,187,188,190,193,198,202,203,210,211,213,232,235,240,243,245,260,266,274,276,279,281,289,290,295,296,298,299,300,311,313,318,322,326,328,331,334,335,339,343,348,351,360,361,366,370",587445
Cold Pursuit,cold pursuit,Cold Pursuit,"action, crime, thriller, comedy",Hans Petter Moland,2019,119,60000000,76419755,54.1,5.8,2561,6.2,80315,English,438650,tt5719748,"168,180,184,188,190,192,193,194,199,201,203,204,208,210,211,216,219,232,243,245,250,252,258,286",17516
Dragged Across Concrete,dragged across concrete,Dragged Across Concrete,"crime, action, thriller",S. Craig Zahler,2019,158,15000000,660132,33.8,6.6,973,6.9,57588,English,438674,tt6491178,"168,171,176,184,188,190,193,197,232,242,243,245,267,269,279,311,352",42100
Sing 2,sing 2,Sing 2,"animation, family, music, comedy",Garth Jennings,2021,110,85000000,408402685,98.6,7.9,4381,7.3,92609,English,438695,tt6467266,"174,184,200,218,235,266,269,298,321,330,355,366",26776
The Upside,the upside,The Upside,"comedy, drama",Neil Burger,2019,126,37500000,125000000,27.4,7.2,1266,7.0,65439,English,440472,tt1987680,197,17284
Jay and Silent Bob Reboot,jay and silent bob reboot,Jay and Silent Bob Reboot,comedy,Kevin Smith,2019,105,10000000,1011305,13.7,5.7,525,5.6,29042,English,440762,tt6521876,"193,197,212,232,233,243,244,247,268,274,276,290,293,298,299",36293
Wolfwalkers,wolfwalkers,Wolfwalkers,"animation, family, adventure, fantasy","Ross Stewart, Tomm Moore",2020,103,12000000,1310720,21.6,8.2,1184,8.0,40385,English,441130,tt5198068,"165,187,188,211,212,229,232,243,274,289,298,311,318,335,345,351,355",439558
The Beach Bum,the beach bum,The Beach Bum,comedy,Harmony Korine,2019,95,5000000,4600000,25.3,5.7,490,5.5,25499,English,441384,tt6511932,"168,184,188,192,193,197,225,229,230,241",36257
The Last Full Measure,the last full measure,The Last Full Measure,"drama, action, war",Todd Robinson,2020,110,20000000,3364426,35.3,7.3,438,6.8,14523,English,442065,tt0783640,"188,189,201,232",22560
Underwater,underwater,Underwater,"horror, science fiction, action, adventure",William Eubank,2020,95,50000000,40882928,32.6,6.3,3093,5.9,101134,English,443791,tt5774060,"158,161,165,167,168,176,181,187,188,189,191,202,213,216,221,222,223,232,234,235,242,245,252,255,274,282,286,289,298,305,311,318,322,328,335,339,348,352,356,366",22314
Fighting with My Family,fighting with my family,Fighting with My Family,comedy,Stephen Merchant,2019,108,11000000,39055536,15.5,6.9,1693,7.0,89605,English,445629,tt6513120,233,20911
Bacurau,bacurau,Bacurau,"mystery, western, thriller","Kleber Mendonça Filho, Juliano Dornelles",2019,131,1430000,3554178,9.8,7.7,1043,7.3,31605,Portuguese,446159,tt2762506,"153,158,161,168,171,176,177,180,181,182,184,188,193,197,202,203,208,212,213,223,225,232,234,240,242,250,252,255,267,274,276,279,285,290,296,305,318,351",20008
Trolls World Tour,trolls world tour,Trolls World Tour,"family, animation, comedy, fantasy, adventure, music",Walt Dohrn,2020,91,90000000,49276818,35.8,7.3,2127,6.1,30223,English,446893,tt6587640,"167,177,180,188,212,213,228,235,243,245,354,366",35959
The Little Mermaid,the little mermaid,The Little Mermaid,"adventure, family, fantasy, romance",Rob Marshall,2023,135,297000000,569626289,139.8,6.3,2926,7.2,162140,English,447277,tt5971474,"161,167,168,188,189,191,224,237,242,243,245,253,274,289,298,308,311,313,318,328,329,335,337,356,363",1015177
